特別活動
,,試験,レポート,成果物,態度,ポートフォリオ,その他,合計
,専門的能力,80,0,0,0,10,10,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

設計製図４
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,20,5,0,0,0,5,100,,
,知識の基本的な理解,50,10,5,0,0,0,0,65,,
,思考・推論・創造への適応力,20,10,0,0,0,0,0,30,,
,汎用的技能,0,0,0,0,0,0,0,0,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,0,0,0,5,5,,
,,,,,,,,,,,

制御工学
,,試験,小テスト,発表,レポート,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,30,0,10,100,,
,知識の基本的な理解,50,0,0,10,0,0,60,,
,思考・推論・創造への適応力,10,0,0,20,0,0,30,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,0,,
,態度・志向性(人間力),0,0,0,0,0,10,10,,
,総合的な学習経験と創造的思考力,0,0,0,0,0,0,0,,
,,,,,,,,,,

工作機械
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,70,0,0,0,30,0,100,,
,基礎的能力,70,0,0,0,15,0,85,,
,専門的能力,0,0,0,0,15,0,15,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

応用物理１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,70,0,0,0,0,0,70,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,30,30,,
,,,,,,,,,,

特別講義１
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,30,0,0,30,40,100,,
,基礎的能力,0,20,0,0,20,10,50,,
,専門的能力,0,0,0,0,10,0,10,,
,汎用的技能,0,0,0,0,0,10,10,,
,リーダーシップ・コミュニケーション力,0,10,0,0,0,10,20,,
,態度・志向性（人間力）,0,0,0,0,0,10,10,,
,,,,,,,,,,

特別講義２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,20,0,0,80,0,100,,
,基礎的能力,0,0,0,0,40,0,40,,
,専門的能力,0,0,0,0,40,0,40,,
,リーダーシップ・コミュニケーション力,0,10,0,0,0,0,10,,
,態度・志向性（人間力）,0,10,0,0,0,0,10,,
,,,,,,,,,,

特別講義３
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,50,10,0,0,40,0,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,50,10,0,0,40,0,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

法学
,,試験,発表,提出物,態度,その他1,その他2,合計
,総合評価割合,85,0,5,0,0,10,100,,
,基礎的能力,70,0,0,0,0,0,70,,
,態度・人間性,0,0,0,0,0,10,10,,
,応用力,15,0,5,0,0,0,20,,
,,,,,,,,,,

英語講読
,,定期試験,小テスト,レポート,口頭発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,10,0,10,100,,
,知識の基本的な理解,70,0,0,10,10,0,0,90,,
,主体的・継続的な学習意欲,0,0,0,0,0,0,10,10,,
,,,,,,,,,,,

生物概論
,,試験,小テスト,レポート,態度,ポートフォリオ,その他,合計
,総合評価割合,75,5,10,5,5,0,100,,
,基礎的能力,50,5,10,0,5,0,70,,
,施行・推論・創造への適応力,20,0,0,0,0,0,20,,
,主体的・継続的な学習意欲,5,0,0,5,0,0,10,,
,,,,,,,,,,

体育
,,試験,小テスト,レポート,態度,実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,0,0,100,0,0,100,,
,知識の基本的な理解,0,0,0,0,10,0,0,10,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,0,,
,汎用的技能,0,0,0,0,60,0,0,60,,
,リーダーシップ・コミュニケーション力,0,0,0,0,20,0,0,20,,
,態度・志向性（人間力）,0,0,0,0,10,0,0,10,,
,,,,,,,,,,,

特別講義４
,,試験,小テスト,レポート,態度,ポートフォリオ,その他,合計
,総合評価割合,0,0,80,0,0,20,100,,
,基礎的知識,0,0,80,0,0,20,100,,
,試行推論創造への適応力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

工学実験２
,,レポート,成果物・実技,合計
,総合評価割合,30,70,100,,
,知識の基本的な理解,10,50,60,,
,思考・推論・創造への適応力,10,5,15,,
,汎用的技能,0,5,5,,
,態度・志向性(人間力) ,10,5,15,,
,チームワーク力,0,5,5,,
,,,,,,

卒業研究
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,0,40,0,0,60,0,100,,
,基礎的能力,0,15,0,0,20,0,35,,
,専門的能力,0,0,0,0,20,0,20,,
,プレゼンテーション力,0,10,0,0,0,0,10,,
,態度・志向性（人間力）,0,0,0,0,10,0,10,,
,総合的な学習経験と創造的思考力,0,15,0,0,10,0,25,,
,,,,,,,,,,

電子回路特論
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,0,40,0,100,,
,基礎的能力,20,0,0,0,20,0,40,,
,専門的能力,40,0,0,0,20,0,60,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

計算機制御
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,80,0,20,0,0,0,100,,
,知識の基本的な理解,80,0,0,0,0,0,80,,
,思考・推論・創造への適応力,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,10,0,0,0,10,,
,態度・志向性(人間力),0,0,5,0,0,0,5,,
,総合的な学習経験と創造的思考力,0,0,5,0,0,0,5,,
,,,,,,,,,,

情報処理特論
,,試験,小テスト,レポート,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,0,0,100,0,0,0,100,,
,知識の基本的な理解,0,0,70,0,0,0,70,,
,思考・推論・創造への適応力,0,0,10,0,0,0,10,,
,主体的・継続的な学習意欲,0,0,10,0,0,0,10,,
,態度・志向性(人間力),0,0,5,0,0,0,5,,
,総合的な学習経験と創造的思考力,0,0,5,0,0,0,5,,
,,,,,,,,,,

応用数学２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,50,0,0,0,0,0,50,,
,専門的能力,0,0,0,0,0,0,0,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性（人間力）,10,0,0,0,0,10,20,,
,総合的な学習経験と創造的思考力,10,0,0,0,0,10,20,,
,,,,,,,,,,

機構学
,,試験,発表,相互評価,態度,レポート,小テスト,合計
,総合評価割合,70,0,0,0,20,10,100,,
,基礎的能力,50,0,0,0,10,10,70,,
,専門的能力,20,0,0,0,10,0,30,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

材料力学３
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,0,20,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,専門的能力,20,0,0,0,0,10,30,,
,態度・人間力,0,0,0,10,0,0,10,,
,,,,,,,,,,

設計製図５
,,定期試験,小テスト,レポート,口頭発表,成果物実技,ポートフォリオ,その他,合計
,総合評価割合,70,20,5,0,0,0,5,100,,
,知識の基本的な理解,50,10,5,0,0,0,0,65,,
,思考・推論・創造への適応力,20,10,0,0,0,0,0,30,,
,汎用的技能,0,0,0,0,0,0,0,0,,
,リーダーシップ・コミュニケーション力,0,0,0,0,0,0,0,0,,
,態度・志向性（人間力）,0,0,0,0,0,0,5,5,,
,,,,,,,,,,,

数値解析
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,10,0,20,100,,
,基礎的能力,50,0,0,0,0,10,60,,
,専門的能力,20,0,0,0,0,10,30,,
,態度・人間力,0,0,0,10,0,0,10,,
,,,,,,,,,,

エネルギー工学
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,60,0,0,0,30,10,100,,
,基礎的能力,0,0,0,0,0,0,0,,
,専門的能力,60,0,0,0,30,10,100,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

振動工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,60,0,0,0,40,0,100,,
,基礎的能力,20,0,0,0,0,0,20,,
,専門的能力,40,0,0,0,40,0,80,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

表面工学
,,試験,小テスト,レポート,口頭発表,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,知識の基本的な理解,50,0,0,0,0,0,50,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性(人間力),10,0,0,0,0,10,20,,
,総合的な学習経験と創造的思考力,10,0,0,0,0,10,20,,
,,,,,,,,,,

ディジタル制御工学
,,試験,小テスト,発表,成果物・実技,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,0,0,10,100,,
,知識の基本的な理解,70,0,0,0,0,0,70,,
,思考・推論・創造への適応力,20,0,0,0,0,0,20,,
,主体的・継続的な学習意欲,0,0,0,0,0,10,10,,
,態度・志向性(人間力),0,0,0,0,0,0,0,,
,総合的な学習経験と創造的思考力,0,0,0,0,0,0,0,,
,,,,,,,,,,

制御工学特論
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,90,0,0,0,0,10,100,,
,基礎的能力,70,0,0,0,0,0,70,,
,専門的能力,20,0,0,0,0,0,20,,
,主体性・継続的な学習意欲,0,0,0,0,0,10,10,,
,,,,,,,,,,

システム工学
,,試験,小テスト,レポート,態度,ポートフォリオ,その他,合計
,総合評価割合,50,0,40,0,0,10,100,,
,基礎的知識,30,0,20,0,0,10,60,,
,試行推論創造への適応力,20,0,20,0,0,0,40,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

ロボット工学
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,80,0,0,0,0,20,100,,
,基礎的能力,80,0,0,0,0,20,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

応用物理２
,,試験,発表,相互評価,態度,ポートフォリオ,その他,合計
,総合評価割合,70,0,0,0,0,30,100,,
,基礎的能力,70,0,0,0,0,0,70,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,30,30,,
,,,,,,,,,,

工業英語
,,試験,発表,相互評価,態度,レポート,その他,合計
,総合評価割合,70,0,0,0,20,10,100,,
,基礎的能力,70,0,0,0,20,10,100,,
,専門的能力,0,0,0,0,0,0,0,,
,分野横断的能力,0,0,0,0,0,0,0,,
,,,,,,,,,,

